Frequencies,Real 1,Real 2,Real 3,Imaginary 1,Imaginary 2,Imaginary 3
0.7155,0.24781481855003823,-0.137638068,-0.958980489,-0.245605938,-0.041931052,-0.968462446
0.7155,0.9519084974025139,0.21866830668656295,0.2146028523196274,-0.95300505,-0.172355754,0.24914828450845034
0.954,-0.179678854,0.9668973981632649,-0.181176519,0.1752422209313178,-0.974821696,0.1378869992937085
0.954,0.24764037069366981,-0.133784559,-0.959570705,-0.246045041,-0.178973694,-0.952591336
0.954,0.952045039,0.21728118472213828,0.21540457391215145,-0.953284848,-0.133007809,0.27121379236940396
1.1925,-0.179460075,0.9629055974073364,-0.201511518,0.17376011129868416,-0.930181975,0.32337117637599566
1.1925,0.24762670272342754,-0.154026989,-0.956533691,-0.245584051,-0.358921129,-0.900479926
1.1925,0.9520898578829223,0.22155924101548288,0.2107994431613118,-0.953674943,-0.077052689,0.2908040332955779
1.431,-0.179213253,0.9612705183053711,-0.20938386,0.1729013833014924,-0.85482518,0.48926375706974345
1.431,0.2476147624099479,-0.16190542,-0.955234822,-0.245959452,-0.518480447,-0.818951753
1.431,0.9521394537710368,0.22303727428620104,0.20900917408471062,-0.953734271,-0.021258846,0.29989831897153163
1.908,-0.178858881,0.959706276,-0.216733396,-0.171735095,0.7507012355422616,0.6379300214046655
1.908,0.24758402605388746,-0.169294103,-0.953961035,0.24553209598761574,0.6597322332954993,-0.710258664
1.908,0.952214078,0.2242841303486841,0.2073281897496007,0.9540550545403407,-0.034655956,0.29762042537395345
2.385,-0.178720948,0.9526820426375506,-0.245877507,-0.170295991,0.7040876463267197,0.6893909353006601
2.385,0.2475321758270504,-0.198326614,-0.948364053,0.24538147198791405,0.7078722843018267,-0.662347916
2.385,0.9522534560646819,0.23035511697775038,0.20037433841446614,0.9543517216360345,-0.056368568,0.2933178753552585
2.862,-0.178603065,0.9469388223764357,-0.267222401,-0.168416037,0.7046359552994559,0.6892925423799333
2.862,0.24750967094716383,-0.21961611,-0.94366717,0.24440548314215993,0.7072957835527414,-0.663323929
2.862,0.9522814225933124,0.23468197778590544,0.19515240579135346,0.9549355990282362,-0.05675249,0.2913368439467387
3.816,-0.178486005,0.9368241880029853,-0.300837476,-0.160809026,0.7075580212145396,0.6881148913370665
3.816,0.24743790907305263,-0.253185864,-0.935238686,0.24241924364780293,0.7041467209500042,-0.667390669
3.816,0.9523220186773397,0.24136561250998417,0.18661568487133742,0.9567514658332628,-0.059489848,0.28475882889838805
4.77,-0.178418505,0.9285335023443884,-0.325564698,-0.661401421,0.739955795,-0.122529923
4.77,0.24740737286079204,-0.27790846,-0.928200668,0.7041406378321979,0.6688583288428972,0.23835792013430193
4.77,0.9523426006984457,0.24615528151378685,0.18014202252053446,-0.258329484,-0.071371969,0.9634167945087291
5.724,-0.178367415,0.9234954663712293,-0.339619182,0.24035057897945447,-0.778506027,0.5797930370866664
5.724,0.2473905098894497,-0.291977254,-0.923876192,-0.268712402,-0.627322138,-0.73093131
5.724,0.952356551,0.24880797116588887,0.1763847860747294,-0.932751437,-0.019882184,0.3599714637685309
7.632,0.178309211,-0.918730324,-0.352335659,0.19389190690079716,-0.88606519,0.4210634241381644
7.632,-0.247368797,0.30471983534543223,-0.919757849,-0.249393341,-0.459627452,-0.852376423
7.632,-0.952373091,-0.251158144,0.17293086197496832,-0.948793386,-0.060258476,0.3100968016722883
9.54,-0.17826354,0.9166029254024334,-0.357856378,-0.189554357,0.9478553999078168,0.2562016524646525
9.54,0.24738149687828098,-0.310252467,-0.917902937,0.24763673369261122,0.29864823837344673,-0.921675256
9.54,0.9523783414860161,0.2521556733653539,0.17144390061477485,0.9501290407024093,0.11126261987761146,0.29133388994740983
12.402,-0.178188417,0.9148050434373349,-0.362464647,-0.188080814,0.9755999643496523,0.11327098906818675
12.402,0.24739941899766468,-0.314876568,-0.916322146,0.24715986079343408,0.1586325785448712,-0.955901516
12.402,0.952387744,0.2529515361127803,0.17021487895022624,0.9505459539738723,0.15179069334172698,0.2709648958790392
16.218,-0.178078741,0.9090138978154809,-0.376804585,-0.187976106,0.9809914793696847,0.048173654
16.218,0.2474254019054014,-0.329258466,-0.911246143,0.246999343,0.094687473,-0.964378353
16.218,0.9524015080342909,0.2555045918717479,0.16627919601219088,0.9506083885059894,0.16938122655971183,0.26010323295025356
20.988,0.177915097,-0.893213504,-0.412935654,-0.188235945,0.9818744715893468,0.022130323
20.988,-0.247455713,0.36553579406922493,-0.897301094,0.24687681794257746,0.069114534,-0.966579028
20.988,-0.952424217,-0.261826698,0.1559964480517657,0.9505887995911759,0.17648145278550093,0.2554118848341363
26.712,0.1777164836242976,-0.864773101,-0.469664066,-0.18857704,0.9820114378853096,0.009603944
26.712,-0.24746391,0.4226532131155503,-0.87185198,0.24692565930470253,0.056878174,-0.967363733
26.712,-0.952459167,-0.271167374,0.13888768990947556,0.9505085053032034,0.180051129,0.2532097393836745
34.344,0.17744455739089543,-0.801127197,-0.571584327,-0.189141294,0.981932225,0.005888708
34.344,-0.247448625,0.5258220918519597,-0.813806061,0.24672395460375637,0.053327208390761334,-0.967617434
34.344,-0.952513836,-0.285843212,0.10493355497109517,0.9504487683335763,0.181563528,0.25235257884476064
43.884,0.17717256608634555,-0.711050438,0.6804536398707954,0.19016698396724208,-0.981750561,-0.001534432
43.884,-0.24747232,-0.701363888,-0.668465517,-0.24689633,-0.046311458,-0.967934632
43.884,-0.952558309,0.04995969,0.3002277417219519,-0.950199306,-0.184448055,0.2511975207593033
57.239999999999995,0.17686345461881817,-0.835728334,0.5198821687788208,-0.19091271,0.9816047552979233,0.002107524
57.239999999999995,-0.247459096,-0.548999693,-0.798350382,0.24641303383463983,0.050003015151732944,-0.967874122
57.239999999999995,-0.952619186,-0.012549435,0.3039065602316051,0.9501752228064165,0.1842601499300365,0.2514264168947592
73.458,0.17661236642861633,-0.897935102,0.4031384682561301,-0.192158645,0.9813149992948874,0.009794245
73.458,-0.247486443,-0.43693004,-0.864778931,0.24584384503588141,0.057797733,-0.967584738
73.458,-0.952658665,-0.052959348,0.299394013,0.9500715020142011,0.18352191750585944,0.2523565867090707
95.39999999999999,0.176466296,-0.927218493,0.33034150857207645,-0.194603178,0.9807055836699329,0.01860541
95.39999999999999,-0.247483022,-0.36662256,-0.896850072,0.24560208847526682,0.06708155,-0.967046886
95.39999999999999,-0.952686622,-0.076509896,0.29416735950737166,0.9496363605416002,0.1836208696844981,0.25391762237704635
 ,,,,,,
