Frequencies,Real 1,Real 2,Real 3,Imaginary 1,Imaginary 2,Imaginary 3
1.908,-0.726896115,-0.62720514,0.2797065426470381,-0.570603384,-0.770586108,0.2839169396653089
1.908,0.2822934645310262,0.098400086,0.9542682132802742,0.2551036810176558,0.16229887081665204,0.9531952520144452
2.385,0.6060438733963481,-0.788369862,-0.105753412,0.7695635966918695,-0.630085305,-0.103751524
2.385,-0.742765316,-0.60846645,0.27940698770819705,-0.584225754,-0.760305105,0.28393029947512033
2.385,0.28462345141850226,0.090782927,0.9543311537988616,0.25778312305229245,0.15788810987434954,0.9532151940824863
2.862,0.5891505464240252,-0.801052121,-0.105910967,0.7593530302819033,-0.642404187,-0.10344001
2.862,-0.755554804,-0.592604084,0.2792084134308453,-0.596410876,-0.750728928,0.28407770792340253
2.862,0.2864237635015747,0.084474249,0.9543717980440306,0.26014811701722934,0.15402252128272786,0.9532051301530546
3.816,0.562185375,-0.820144277,-0.106353035,0.7409601811612517,-0.663618141,-0.102902736
3.816,-0.774877331,-0.567308972,0.27879320668832963,-0.617394814,-0.733448091,0.2843897703498949
3.816,0.2889856839323027,0.074322908,0.9544440161029869,0.26420002611550214,0.14718988009065245,0.953170229
4.77,0.5418269507884794,-0.833684458,-0.106741653,0.7249874786365944,-0.681127495,-0.102266769
4.77,-0.788645774,-0.548202044,0.2784104195720087,-0.634711856,-0.718346107,0.28481525539249497
4.77,0.29062243224060985,0.066668915,0.9545123664391287,0.2674584367639535,0.14157756306258157,0.9531116294752904
5.724,0.5260875940787658,-0.843652586,-0.107154829,0.7110059983465328,-0.695825421,-0.101476368
5.724,-0.798845518,-0.533453741,0.2779801163043872,-0.649311759,-0.70505711,0.2851117542491718
5.724,0.29168078816703036,0.060641736,0.9545914820787464,0.26993464114327465,0.13682636862052222,0.9531074621263714
7.632,0.5032008668933156,-0.857384847,-0.108074562,0.6878292748492582,-0.718955963,-0.099966053
7.632,-0.812988075,-0.512081838,0.2771688672336273,-0.672271018,-0.682906307,0.28581576993627694
7.632,0.2929834072101532,0.051608284,0.9547236815452312,0.27375640043671157,0.12938817329777244,0.953056207
9.54,0.48740160713535235,-0.866345823,-0.109016462,0.6693813605400903,-0.736377069,-0.098373811
9.54,-0.822269611,-0.497400815,0.27652326448602266,-0.689505405,-0.66508564,0.28678108196003993
9.54,0.29378965230994397,0.045136959,0.9548037992709364,0.27660602174543986,0.12413663624654038,0.9529318990754562
12.402,0.4709616251522508,-0.875232023,-0.110290766,0.6470927686754854,-0.756383813,-0.095679029
12.402,-0.831562272,-0.482199599,0.27565872896392174,-0.709259178,-0.643257707,0.2883937263179147
12.402,0.29444751013988396,0.038111043,0.9549074364295955,0.27968261902399194,0.1187562654207993,0.9527195715629995
16.218,0.4567406435910385,-0.882549749,-0.111776224,0.6240959391422728,-0.775965563,-0.091551648
16.218,-0.839319996,-0.469153937,0.27465711068283727,-0.728600968,-0.620277147,0.2905114294848298
16.218,0.29483882,0.031631046,0.9550233229568699,0.28221425966417896,0.11460238432212198,0.9524817085644657
20.988,0.4454985799042476,-0.888076174,-0.113365445,0.6020015831064259,-0.793972635,-0.084861937
20.988,-0.845206129,-0.4589502,0.27384541921713496,-0.745996546,-0.597136309,0.2948175406470327
20.988,0.29522468611896785,0.026180576,0.9550690876281883,0.28475120343052834,0.11417391445787783,0.9517778466649826
26.712,0.4370966919914957,-0.892064163,-0.114751957,0.5814193058279175,-0.810404795,-0.072080921
26.712,-0.84952171,-0.451378973,0.27307487307536993,-0.761396551,-0.573195992,0.30285581757109786
26.712,0.2953969283868357,0.021875845057115696,0.9551241291594825,0.2867523016216432,0.12120405474698967,0.9503066318970834
34.344,0.430529075,-0.895087168,-0.116033087,0.560254909,-0.827838195,-0.02825527
34.344,-0.852802399,-0.445513131,0.27248140820528627,-0.776376031,-0.536705166,0.3304358088712096
34.344,0.295588876,0.018357874,0.9551388406623734,0.28871213294355524,0.16319156954457206,0.9434054356006021
43.884,0.4259324151102869,-0.897133362,-0.117189203,-0.539458018,0.6020220620142691,-0.588688784
43.884,-0.855068298,-0.441483482,0.2719384880017174,0.7903774593559056,0.603113446,-0.107506476
43.884,0.29570218739463383,0.015622644,0.955152422,-0.290324851,0.5232815757395703,0.8011790520579508
57.239999999999995,0.42291758550703507,-0.898424054,-0.118215629,0.5170438420188977,-0.836650846,-0.180778947
57.239999999999995,-0.856551381,-0.438920436,0.2714195688405291,-0.804473961,-0.547125458,0.2312474441385061
57.239999999999995,0.2957371248323295,0.013530348258228698,0.955173535,0.29238213395567747,-0.025866889,0.955951668
73.458,0.42179339594878906,-0.898867576,-0.11885879,0.49656890365566175,-0.855026681,-0.149494812
73.458,-0.857091913,-0.438042367,0.2711315877910103,-0.816381559,-0.518567205,0.2541834054688295
73.458,0.295776579,0.012488606,0.9551755075123667,0.2948567001065734,0.004174768,0.9555323635111687
95.39999999999999,0.4217037696746336,-0.898856986,-0.119256236,-0.869317897,-0.473985736,-0.140085388
95.39999999999999,-0.857166792,-0.438078013,0.2708371184901501,-0.494132299,0.8271929119311063,0.26755402730794386
95.39999999999999,0.2956873708368298,0.011990548754743063,0.955209509,0.010939152531452395,-0.301810219,0.9533052640833052
 ,,,,,,
